40.670069, -73.828972
40.670164, -73.828932
40.670239, -73.828895
40.670371, -73.828836
40.670480, -73.828787
40.670560, -73.828749
40.670658, -73.828704
40.670734, -73.828667
40.670850, -73.828614
40.671000, -73.828547
40.671165, -73.828468
40.671281, -73.828417
40.671396, -73.828364
40.671514, -73.828308
40.671656, -73.828242
40.671753, -73.828199
40.671924, -73.828119
40.672056, -73.828059
40.672194, -73.827993
40.672355, -73.827921
40.672537, -73.827837
40.672715, -73.827755
40.672860, -73.827690
40.673087, -73.827585
40.673195, -73.827535
40.673286, -73.827492
40.673435, -73.827423
40.673558, -73.827366
40.673725, -73.827290
